Player Deaths,Enemies Defeated,Total Combat Time,Potions Used,Waypoints Discovered,Zones Discovered,Quests Completed,NPC Interactions,Achievements Unlocked,Current Difficulty Multiplier,Current Dynamic Player Type
3,12,434,36,2,0,9,23,9,1.4000000000000001,Socializer
6,11,4807,43,12,9,14,33,8,1.0,Socializer
3,183,257,20,0,8,19,44,2,10.0,Socializer
5,176,2526,38,6,2,7,4,4,10.0,Killer
7,9,4181,15,14,8,2,49,8,1.0,Socializer
7,118,851,16,7,7,11,49,6,9.0,Socializer
2,26,2004,44,12,4,8,2,5,3.3999999999999995,Killer
8,127,1654,1,13,3,16,40,5,9.649999999999999,Socializer
7,15,3125,46,6,2,4,21,7,1.0,Socializer
14,71,1173,17,19,7,4,15,1,1.0,Socializer
4,77,580,10,8,1,4,44,2,8.2,Socializer
3,141,3089,9,7,1,12,29,9,10.0,Socializer
8,54,1611,49,17,1,19,3,7,1.0,Achiever
6,4,2084,20,2,0,11,6,3,1.0,Socializer
0,113,1468,18,1,7,0,15,5,10.0,Killer
8,26,2107,31,5,6,17,36,6,1.0,Socializer
1,142,1718,49,7,9,8,25,2,10.0,Killer
7,4,4262,43,16,2,6,29,9,1.0,Socializer
7,135,3308,32,9,2,14,30,2,9.9,Socializer
12,74,2183,0,11,0,6,49,1,1.0,Socializer
14,76,2458,22,11,5,8,42,7,1.0,Socializer
9,109,1728,18,18,1,16,31,0,6.0,Socializer
10,90,3813,20,9,4,12,46,0,3.0,Socializer
8,171,3360,44,17,7,16,45,7,10.0,Socializer
1,142,2651,41,10,1,19,11,2,10.0,Killer
11,26,1982,24,8,7,6,26,0,1.0,Socializer
1,96,3297,0,2,1,10,33,5,10.0,Socializer
3,170,1798,34,18,8,14,28,0,10.0,Killer
4,34,3715,11,5,5,13,37,6,3.8500000000000005,Socializer
14,85,2733,46,13,9,9,8,5,1.0,Killer
13,33,2991,24,2,0,12,38,8,1.0,Socializer
9,134,4350,43,12,3,0,5,2,7.25,Killer
13,120,4778,8,0,6,11,5,0,3.6,Killer
7,130,3399,36,4,0,17,36,2,9.2,Socializer
6,32,3795,3,6,2,12,29,4,2.0500000000000003,Socializer
7,199,4422,17,5,5,9,11,6,10.0,Killer
13,173,3001,45,11,9,17,32,4,7.050000000000001,Socializer
12,177,4350,3,11,3,12,2,9,10.0,Killer
8,30,3825,33,17,3,5,38,4,1.0,Socializer
10,6,3732,2,10,8,19,45,6,1.0,Socializer
4,193,668,11,19,0,4,30,2,10.0,Killer
9,183,241,8,17,2,17,48,6,10.0,Socializer
4,175,4165,27,3,6,8,17,3,10.0,Killer
0,55,2901,24,4,6,8,15,1,9.3,Socializer
1,127,4976,18,9,5,19,6,1,10.0,Killer
8,90,1095,8,3,9,1,18,7,5.6,Socializer
5,191,2687,12,7,7,2,24,7,10.0,Killer
14,192,4206,13,0,3,16,16,9,9.549999999999999,Killer
8,39,3139,21,17,5,10,14,3,1.0,Socializer
12,162,4839,12,17,9,12,8,1,8.6,Killer
6,62,2065,44,19,3,8,10,6,3.0,Killer
2,18,3080,34,11,8,1,25,5,3.0999999999999996,Socializer
14,141,223,14,8,5,17,30,7,4.3999999999999995,Socializer
3,139,2914,47,18,4,18,10,7,10.0,Killer
10,117,2410,18,13,8,14,46,1,5.799999999999999,Socializer
10,94,3002,31,3,4,6,20,3,2.8500000000000005,Killer
9,40,2349,32,10,8,18,14,1,1.0,Socializer
7,28,879,15,4,2,3,38,3,1.0,Socializer
12,132,3639,16,6,2,11,12,9,5.3999999999999995,Killer
8,13,4213,13,8,2,5,22,0,1.0,Socializer
6,71,2365,32,2,1,18,5,1,4.5,Killer
2,38,1771,22,16,6,0,4,8,5.699999999999999,Killer
10,122,3788,44,13,3,19,48,3,4.999999999999999,Socializer
4,180,3704,9,11,2,13,39,1,10.0,Socializer
2,78,1775,5,19,1,1,27,1,10.0,Socializer
14,29,882,19,9,0,9,39,8,1.0,Socializer
0,69,1757,21,17,8,0,30,6,10.0,Socializer
6,73,4999,28,9,2,7,5,6,4.8999999999999995,Killer
9,47,3777,15,10,9,10,44,5,1.0,Socializer
8,157,2160,5,6,3,11,29,9,10.0,Socializer
3,112,4823,8,9,3,10,49,8,10.0,Socializer
2,15,1078,46,3,1,4,3,3,2.1999999999999997,Killer
12,55,957,3,6,4,5,23,3,1.0,Socializer
11,66,1653,39,13,0,14,12,7,1.0,Socializer
13,125,2819,38,12,1,19,41,4,2.5999999999999996,Socializer
4,100,1262,47,15,2,18,10,4,8.65,Killer
12,55,3253,0,11,4,1,21,0,1.0,Socializer
7,198,722,17,6,6,6,14,2,10.0,Killer
9,176,3250,15,1,0,15,46,2,10.0,Socializer
3,102,702,8,2,2,6,28,6,10.0,Socializer
0,180,1438,41,19,6,16,12,0,10.0,Killer
7,50,2494,13,18,5,3,18,4,2.35,Socializer
5,60,1121,27,14,7,16,48,4,4.65,Socializer
11,141,3341,32,8,0,19,35,1,6.5,Socializer
1,129,4450,19,8,4,12,36,4,10.0,Socializer
1,142,1226,27,16,5,10,33,4,10.0,Socializer
12,126,2118,13,9,2,10,21,4,4.949999999999999,Killer
7,155,2604,8,1,1,1,18,1,10.0,Killer
12,165,4101,49,8,6,8,12,3,7.05,Killer
0,128,896,26,0,8,0,28,5,10.0,Socializer
4,84,1980,31,1,7,6,42,6,7.8500000000000005,Socializer
0,176,1687,39,10,1,18,35,4,10.0,Socializer
14,29,4414,35,4,1,10,19,5,1.0,Socializer
9,146,3310,29,2,6,13,4,8,9.149999999999999,Killer
11,117,4741,28,5,7,14,5,8,4.299999999999999,Killer
7,69,521,22,18,7,9,38,4,3.8000000000000003,Socializer
10,94,219,23,18,5,8,36,8,3.25,Socializer
10,37,1445,2,14,1,17,13,2,1.0,Socializer
12,123,911,47,9,3,11,2,8,2.9500000000000006,Killer
11,150,977,18,17,0,15,31,5,8.1,Socializer
7,187,4462,35,0,1,10,17,8,10.0,Killer
1,137,2295,48,18,7,17,12,9,10.0,Killer
3,187,4141,6,14,4,12,25,7,10.0,Killer
1,8,3300,22,3,9,15,42,4,3.6999999999999997,Socializer
9,73,2663,15,4,1,16,3,2,2.55,Killer
14,62,1294,1,14,5,11,17,8,1.0,Socializer
12,45,4804,43,5,7,0,32,9,1.0,Socializer
0,192,4544,37,9,3,3,3,6,10.0,Killer
14,164,3459,15,13,4,4,43,5,6.649999999999999,Socializer
3,98,4579,7,16,8,11,43,4,10.0,Socializer
3,86,4007,47,0,9,17,27,4,8.25,Socializer
5,82,4747,29,0,5,5,11,5,6.749999999999999,Killer
5,51,3074,25,7,5,17,6,7,3.8499999999999996,Killer
2,83,1941,26,6,4,9,31,7,10.0,Socializer
12,29,1926,1,19,6,16,11,8,1.0,Socializer
6,16,3294,40,2,3,4,41,0,1.0,Socializer
3,31,1425,31,2,3,2,39,3,3.55,Socializer
11,186,1536,42,8,5,4,47,1,10.0,Socializer
6,59,2759,13,7,0,4,22,9,4.25,Socializer
12,134,11,24,4,5,8,40,7,5.2,Socializer
4,125,3185,38,4,1,2,7,2,10.0,Killer
6,86,4895,33,19,7,2,43,9,5.949999999999999,Socializer
9,93,3339,25,3,3,3,30,4,4.050000000000001,Socializer
0,76,4642,31,11,0,12,43,4,10.0,Socializer
3,148,729,2,7,6,19,20,1,10.0,Killer
0,177,4581,10,7,7,16,36,6,10.0,Killer
12,83,1909,22,16,3,15,38,0,1.0,Socializer
8,199,4168,30,0,4,5,23,0,10.0,Killer
2,121,4802,37,18,0,8,31,0,10.0,Socializer
6,54,1659,48,11,6,19,3,6,2.0,Achiever
1,148,1847,43,15,3,3,20,4,10.0,Killer
13,168,1353,11,0,8,12,49,0,8.25,Socializer
3,111,4498,27,16,1,6,46,2,10.0,Socializer
6,134,2118,43,4,0,15,6,3,10.0,Killer
8,138,4221,0,4,7,6,36,8,10.0,Socializer
13,19,1558,43,13,1,8,36,3,1.0,Socializer
13,77,1716,28,16,6,9,6,4,1.0,Killer
10,59,4456,29,2,2,3,23,0,1.0,Socializer
10,25,4990,48,18,4,4,32,2,1.0,Socializer
12,177,3554,27,18,1,17,25,7,9.35,Killer
6,51,3340,41,8,9,18,19,8,2.0499999999999994,Socializer
0,148,1470,15,17,6,16,12,3,10.0,Killer
5,140,3557,31,19,2,10,4,0,10.0,Killer
2,62,3323,13,6,8,5,25,9,8.549999999999999,Socializer
3,37,3321,19,14,6,19,49,0,4.75,Socializer
13,76,226,25,8,4,0,8,9,1.0,Killer
1,137,1547,47,16,2,2,12,1,10.0,Killer
10,10,3826,34,7,6,12,49,7,1.0,Socializer
9,151,702,27,17,3,14,6,3,9.75,Killer
14,33,4629,47,9,0,13,12,6,1.0,Killer
10,29,3099,30,7,4,4,5,0,1.0,Killer
14,83,1587,23,10,6,19,4,9,1.0,Achiever
3,3,1934,39,3,2,8,39,4,1.0,Socializer
14,136,2646,5,2,6,9,43,0,4.35,Socializer
8,165,4788,11,7,7,8,45,7,10.0,Socializer
7,12,1203,12,7,6,4,8,4,1.0,Socializer
5,63,915,28,11,1,17,40,2,4.8999999999999995,Socializer
3,38,3282,23,18,4,10,28,5,4.6499999999999995,Socializer
4,122,1311,39,14,2,10,45,7,10.0,Socializer
11,71,3460,9,6,5,7,3,5,1.0,Killer
4,39,1051,10,4,0,0,22,7,4.4,Socializer
9,29,3542,25,4,9,3,45,4,1.0,Socializer
14,38,4532,1,18,7,15,7,1,1.0,Killer
3,51,4842,34,17,5,13,48,5,5.3999999999999995,Socializer
7,79,364,11,10,8,8,12,3,5.3500000000000005,Socializer
5,172,3014,0,6,4,10,28,4,10.0,Killer
8,157,3207,40,9,3,0,1,1,10.0,Killer
5,188,660,30,17,5,11,28,5,10.0,Killer
12,38,902,4,6,2,19,37,0,1.0,Socializer
3,59,4850,12,19,1,1,7,3,7.300000000000001,Killer
10,177,1691,13,0,3,10,20,8,10.0,Killer
1,6,3625,42,16,7,16,46,5,2.4999999999999996,Socializer
1,147,3376,30,5,6,7,5,8,10.0,Killer
4,63,4789,49,0,3,3,24,6,4.85,Socializer
4,172,3606,29,11,8,15,42,0,10.0,Socializer
8,183,2224,47,9,8,7,14,2,10.0,Killer
12,150,2655,21,19,8,7,41,6,6.95,Socializer
7,144,3258,49,2,4,4,11,2,9.95,Killer
5,21,2441,19,12,0,19,30,5,1.15,Socializer
7,110,1995,35,11,1,7,27,1,7.25,Socializer
7,142,1411,40,13,4,0,15,0,10.0,Killer
3,78,2414,4,10,5,11,34,9,9.600000000000001,Socializer
6,26,1097,47,19,8,6,9,1,1.0,Explorer
10,28,2044,40,8,0,15,48,2,1.0,Socializer
5,118,2367,11,9,2,7,6,7,10.0,Killer
3,172,3074,34,5,7,2,13,0,10.0,Killer
2,95,724,13,12,6,12,1,3,10.0,Killer
2,31,4364,19,0,6,3,26,6,5.1499999999999995,Socializer
2,60,2613,15,0,5,2,42,4,8.25,Socializer
12,71,3823,13,11,7,16,21,3,1.0,Socializer
8,160,3862,32,6,7,6,6,0,10.0,Killer
11,133,3618,19,3,7,13,30,6,6.3500000000000005,Socializer
6,175,2576,3,3,0,4,21,5,10.0,Killer
7,121,321,45,4,9,5,22,0,7.85,Socializer
5,46,3044,12,18,2,18,18,8,3.9999999999999996,Socializer
2,1,709,14,6,2,5,46,9,2.4,Socializer
8,114,3052,40,10,8,17,43,9,6.4,Socializer
9,96,864,23,3,9,12,22,5,4.449999999999999,Socializer
10,71,1025,34,6,3,0,4,9,1.0,Killer
9,117,2218,21,17,7,2,36,2,6.6499999999999995,Socializer
14,69,4780,7,13,7,5,0,0,1.0,Killer
4,44,4327,1,18,8,0,13,6,5.3500000000000005,Killer
8,116,2852,12,6,5,1,23,2,8.0,Killer
3,30,2636,42,15,1,4,19,7,2.9,Socializer
7,128,3212,22,9,0,19,14,4,9.700000000000001,Killer
5,24,10,8,14,3,2,7,4,2.0,Socializer
13,145,1920,15,11,9,13,19,1,5.75,Killer
0,3,2253,39,13,9,8,3,6,3.3499999999999996,Explorer
12,173,3998,0,8,6,14,36,4,10.0,Socializer
6,83,4286,29,14,0,19,31,1,5.8500000000000005,Socializer
9,169,2280,27,11,6,13,19,2,10.0,Killer
4,4,608,15,12,8,18,9,2,1.0,Socializer
3,185,2924,49,18,2,8,31,0,10.0,Killer
14,151,3729,38,13,6,10,34,8,4.199999999999999,Socializer
9,20,488,44,8,8,18,33,0,1.0,Socializer
5,17,4585,33,16,4,17,40,9,1.0,Socializer
11,174,1592,40,9,1,18,36,7,9.399999999999999,Socializer
9,182,2070,3,11,6,0,5,6,10.0,Killer
10,53,4341,16,9,0,19,19,9,1.0,Socializer
9,178,3625,32,4,8,0,40,9,10.0,Socializer
4,162,161,3,11,8,3,39,0,10.0,Socializer
7,188,3819,1,15,3,19,31,9,10.0,Killer
12,30,4076,15,9,2,14,3,4,1.0,Killer
3,192,2055,44,16,4,14,18,7,10.0,Killer
10,192,1456,16,5,6,5,40,0,10.0,Socializer
14,183,2436,0,11,4,12,33,1,9.3,Socializer
14,45,2197,30,7,4,5,15,2,1.0,Socializer
9,20,3268,41,7,7,12,16,2,1.0,Socializer
13,109,61,0,5,7,15,1,9,2.9000000000000004,Killer
8,169,2912,18,8,9,5,15,9,10.0,Killer
4,83,4114,27,15,0,13,26,5,7.950000000000001,Socializer
7,3,2919,20,17,0,2,9,3,1.0,Socializer
9,128,71,15,7,2,0,9,6,8.05,Killer
4,7,2281,12,5,5,15,48,3,1.0999999999999999,Socializer
13,168,3401,36,2,1,13,21,5,7.000000000000001,Killer
6,41,892,47,15,5,3,6,2,1.0,Killer
4,106,1917,26,11,6,10,36,5,10.0,Socializer
9,11,341,6,17,4,16,3,9,1.0,Achiever
0,144,835,13,15,8,3,48,9,10.0,Socializer
7,147,2362,21,18,0,6,8,0,10.0,Killer
7,14,4170,28,8,5,9,27,1,1.0,Socializer
5,126,999,45,8,4,12,13,7,10.0,Killer
6,41,959,19,16,1,19,34,2,2.1499999999999995,Socializer
0,116,2297,12,17,4,11,19,0,10.0,Killer
4,115,3117,14,11,9,17,38,0,10.0,Socializer
3,10,1316,23,11,6,19,10,4,1.8499999999999999,Socializer
8,140,4795,19,7,2,1,34,7,10.0,Killer
3,81,1612,12,7,9,19,1,8,9.5,Achiever
7,179,1466,22,7,1,2,30,4,10.0,Killer
3,109,142,34,17,2,10,18,3,10.0,Socializer
8,15,2088,31,2,1,12,1,7,1.0,Achiever
1,83,1468,5,9,4,14,41,8,10.0,Socializer
13,193,1752,14,10,5,3,4,9,10.0,Killer
11,189,4772,44,14,0,14,27,3,10.0,Killer
13,47,3385,43,19,2,16,21,7,1.0,Socializer
0,168,2945,47,9,6,19,23,4,10.0,Killer
5,27,843,48,6,5,7,25,3,1.0,Socializer
1,21,4352,39,17,9,13,42,5,4.1499999999999995,Socializer
9,129,1944,28,2,2,12,48,5,7.5,Socializer
9,76,864,22,19,7,18,45,9,2.4999999999999996,Socializer
2,11,1496,4,1,7,18,41,9,3.8999999999999995,Socializer
4,34,4416,35,10,1,12,8,9,2.6500000000000004,Killer
11,198,1791,7,8,5,17,14,5,10.0,Killer
4,42,3828,26,16,8,0,44,6,3.9000000000000004,Socializer
0,20,586,18,12,7,12,0,1,6.1,Achiever
11,41,3387,10,8,2,11,2,9,1.0,Killer
13,99,1663,20,2,4,10,13,8,1.0,Killer
5,172,3029,48,8,1,3,5,2,10.0,Killer
7,126,2989,1,0,8,7,11,6,10.0,Killer
1,81,4988,46,5,5,18,45,0,9.799999999999999,Socializer
7,126,1424,25,3,5,15,38,7,9.35,Socializer
13,128,1917,29,5,2,7,26,1,3.3500000000000005,Socializer
5,93,4866,30,19,2,13,35,6,7.800000000000001,Socializer
6,138,2429,18,1,6,18,6,6,10.0,Killer
3,188,898,17,9,0,12,19,1,10.0,Killer
5,71,4573,44,7,0,13,13,0,4.8999999999999995,Killer
7,37,3490,48,17,9,1,39,5,1.0,Socializer
4,162,443,16,7,8,6,0,6,10.0,Killer
1,65,3395,33,17,8,12,28,9,8.85,Socializer
8,73,3719,22,11,8,16,29,0,3.1999999999999997,Socializer
10,65,4698,34,2,5,12,36,9,1.0,Socializer
10,142,2908,46,4,7,19,43,6,6.899999999999999,Socializer
14,93,4701,45,19,9,18,47,8,1.0,Socializer
2,193,1606,15,1,3,2,9,9,10.0,Killer
12,199,4440,49,11,1,0,11,5,10.0,Killer
10,183,3879,42,7,4,15,33,8,10.0,Killer
13,23,587,37,13,7,8,21,1,1.0,Socializer
4,20,4482,5,3,9,11,10,3,2.75,Killer
3,91,2169,1,12,6,5,36,5,10.0,Socializer
4,121,4190,35,8,8,18,26,4,10.0,Socializer
8,26,1611,14,19,5,0,35,8,1.0,Socializer
12,155,4442,48,16,8,2,40,9,6.1,Socializer
11,48,2511,23,15,8,18,30,7,1.0,Socializer
0,3,3653,10,7,2,8,1,2,4.8,Killer
5,126,2209,42,3,1,18,35,2,10.0,Socializer
13,75,501,0,12,1,9,23,4,1.0,Socializer
1,16,2606,37,6,3,16,26,7,3.7499999999999996,Socializer
10,48,1199,46,16,6,0,14,7,1.0,Socializer
6,45,358,14,9,8,5,13,4,2.8,Socializer
10,18,1166,27,6,7,3,14,3,1.0,Socializer
2,3,3760,31,0,3,0,39,0,1.7499999999999998,Socializer
6,29,1039,22,16,8,5,30,1,1.0,Socializer
8,158,2791,20,8,3,14,34,7,10.0,Socializer
2,102,203,9,11,2,16,7,6,10.0,Killer
0,80,2204,1,17,6,1,45,0,10.0,Socializer
1,194,135,32,4,3,13,26,8,10.0,Killer
14,91,2656,2,3,5,11,32,8,1.0,Socializer
9,150,3217,39,13,6,18,47,9,9.05,Socializer
2,186,4764,10,3,9,13,8,7,10.0,Killer
3,45,3118,29,2,4,9,19,8,5.05,Socializer
6,162,2801,27,17,3,17,21,3,10.0,Killer
1,101,3701,42,15,6,19,0,7,10.0,Killer
6,124,4133,0,5,3,17,30,1,10.0,Socializer
12,161,4795,9,2,4,16,36,2,8.650000000000002,Socializer
12,0,1950,4,4,5,13,1,5,1.0,Achiever
0,54,3930,9,7,4,15,36,1,9.950000000000001,Socializer
4,163,3675,22,5,4,18,22,8,10.0,Killer
6,30,1927,2,3,4,5,48,5,1.9,Socializer
7,173,1516,44,8,1,13,38,2,10.0,Socializer
9,120,1692,21,4,7,12,7,0,6.95,Killer
8,150,2623,10,14,1,3,46,2,10.0,Socializer
8,123,214,14,13,7,8,45,8,8.600000000000001,Socializer
5,71,3266,28,19,2,12,20,0,5.699999999999999,Socializer
9,5,3051,44,12,5,17,23,0,1.0,Socializer
8,67,2897,32,10,6,4,1,5,2.1,Killer
3,145,2204,44,18,1,4,43,1,10.0,Socializer
12,179,2622,17,6,1,3,46,0,10.0,Socializer
12,82,4112,15,5,6,3,11,8,1.0,Killer
8,110,3492,43,6,6,16,34,6,5.85,Socializer
8,152,644,12,0,7,0,26,5,10.0,Killer
7,29,4542,4,8,7,12,29,4,1.0,Socializer
14,18,2033,45,18,2,18,2,2,1.0,Achiever
3,7,4488,30,10,7,14,1,2,1.2000000000000002,Killer
0,97,667,30,4,1,2,47,8,10.0,Socializer
14,16,25,4,7,3,3,48,2,1.0,Socializer
4,191,2605,30,0,4,2,8,4,10.0,Killer
8,160,391,36,18,8,17,20,9,10.0,Killer
2,54,2087,8,9,0,4,10,5,8.0,Killer
3,157,1487,32,8,4,18,20,2,10.0,Killer
0,25,1681,22,15,2,4,25,2,6.4,Socializer
14,15,3309,14,19,6,17,6,6,1.0,Achiever
7,44,3879,19,17,7,2,29,7,1.4500000000000002,Socializer
5,144,2392,22,3,6,4,10,1,10.0,Killer
8,24,606,39,8,4,9,3,4,1.0,Achiever
4,187,419,11,12,9,17,10,9,10.0,Killer
4,173,1839,44,1,4,10,25,8,10.0,Killer
3,198,4067,33,0,2,6,30,4,10.0,Killer
4,177,4877,48,4,3,6,19,8,10.0,Killer
3,57,501,5,0,2,5,43,0,7.45,Socializer
9,57,975,19,12,3,7,6,2,1.0,Killer
8,74,4541,28,0,2,14,21,6,3.0,Socializer
6,15,4987,1,8,6,2,47,7,1.0,Socializer
1,143,2248,5,16,9,14,15,1,10.0,Killer
9,48,263,41,9,5,17,18,5,1.0,Socializer
8,97,3405,21,0,5,19,22,5,5.6499999999999995,Socializer
14,36,4634,38,12,8,10,31,3,1.0,Socializer
12,42,60,33,3,8,18,13,1,1.0,Socializer
12,9,3476,6,14,1,9,6,5,1.0,Killer
0,16,1741,42,10,3,5,41,4,4.5,Socializer
3,125,2593,46,4,6,13,31,8,10.0,Socializer
8,137,4470,40,17,8,18,47,3,8.7,Socializer
0,64,2242,34,10,4,4,13,5,9.7,Killer
9,127,3371,14,4,7,1,38,0,7.999999999999999,Socializer
13,17,2357,31,16,4,8,40,0,1.0,Socializer
13,32,586,38,15,3,0,23,6,1.0,Socializer
9,68,2272,29,13,7,6,20,5,1.3499999999999996,Socializer
3,9,1349,45,9,4,19,46,1,1.0,Socializer
3,186,4264,17,17,2,3,11,2,10.0,Killer
8,164,3101,45,14,5,0,30,4,10.0,Killer
13,123,221,12,4,4,19,33,4,3.7000000000000006,Socializer
0,178,4325,46,9,4,10,2,2,10.0,Killer
5,174,1535,38,14,2,17,21,0,10.0,Killer
13,149,1014,29,3,1,13,5,5,5.45,Killer
10,133,1493,42,14,9,17,8,9,6.200000000000001,Killer
4,147,2903,5,18,4,18,28,5,10.0,Socializer
3,46,3596,41,18,1,6,7,7,4.549999999999999,Killer
14,187,2010,34,14,7,8,2,9,7.999999999999999,Killer
10,91,4682,8,12,2,19,24,0,3.6999999999999997,Socializer
1,170,364,30,18,8,7,27,2,10.0,Socializer
11,168,2296,46,7,7,8,0,0,8.5,Killer
13,197,1117,1,16,2,9,38,1,10.0,Socializer
5,155,2824,11,7,2,11,43,3,10.0,Socializer
10,136,2934,7,9,7,15,44,8,8.25,Socializer
13,174,2195,23,18,0,2,23,9,8.249999999999998,Killer
11,99,4626,37,2,3,4,44,7,2.0500000000000003,Socializer
0,141,2266,33,13,8,8,19,0,10.0,Killer
11,67,1923,40,8,3,11,41,8,1.0,Socializer
14,54,4497,43,5,4,5,3,4,1.0,Killer
1,90,4764,10,18,5,1,43,3,10.0,Socializer
12,28,349,21,5,8,6,23,2,1.0,Socializer
6,171,496,28,5,1,18,23,0,10.0,Killer
10,88,3602,6,4,6,10,34,9,3.500000000000001,Socializer
3,106,3350,33,1,8,2,9,9,10.0,Killer
6,24,232,1,7,5,10,18,2,1.3499999999999999,Socializer
8,11,2703,15,12,9,16,29,8,1.0,Socializer
2,52,2309,47,2,0,2,49,9,5.85,Socializer
13,19,4483,13,8,8,19,4,1,1.0,Killer
4,65,1346,35,19,6,8,31,7,5.75,Socializer
4,142,1923,33,13,4,19,24,2,10.0,Socializer
2,149,252,5,12,3,3,6,8,10.0,Killer
4,19,2600,4,10,8,14,17,7,2.6999999999999997,Socializer
6,136,2283,6,5,7,8,17,2,10.0,Killer
10,185,3844,2,18,3,17,2,8,10.0,Killer
13,187,3421,4,11,9,7,6,6,10.0,Killer
1,141,3312,19,7,4,7,33,5,10.0,Socializer
4,178,4217,9,7,0,19,37,2,10.0,Socializer
1,46,1287,24,19,3,8,31,6,7.3999999999999995,Socializer
8,46,1932,5,9,8,14,41,9,1.3499999999999996,Socializer
8,7,2657,23,15,2,17,20,9,1.0,Socializer
7,48,1851,17,2,2,19,16,3,1.9499999999999997,Socializer
3,156,4896,35,14,6,12,2,1,10.0,Killer
8,106,751,3,9,3,7,38,6,7.449999999999999,Socializer
4,5,2082,1,1,8,10,39,7,1.45,Socializer
2,96,3595,38,13,5,8,26,8,10.0,Socializer
7,100,3859,26,17,5,8,38,5,6.7,Socializer
0,55,1287,25,11,4,8,39,4,9.25,Socializer
4,113,1144,42,11,1,4,29,5,10.0,Socializer
3,173,1044,28,17,8,17,33,5,10.0,Socializer
9,113,4034,34,17,1,18,14,1,5.6000000000000005,Killer
7,88,3707,8,5,3,5,7,7,6.4,Killer
0,123,1350,2,1,9,3,36,2,10.0,Socializer
10,126,3169,34,8,0,12,30,1,5.8999999999999995,Socializer
12,84,4453,26,6,5,18,3,7,1.0,Killer
5,73,3157,30,15,3,12,11,4,5.8,Killer
12,50,4970,44,5,7,9,37,6,1.0,Socializer
1,161,1197,19,7,7,12,3,1,10.0,Killer
13,83,3174,42,17,5,5,10,0,1.0,Killer
13,121,12,47,15,3,0,35,5,1.7499999999999996,Socializer
0,36,1824,20,17,8,18,1,3,7.6,Achiever
0,86,83,38,10,0,14,31,5,10.0,Socializer
13,143,2193,13,1,5,18,38,6,5.65,Socializer
12,7,3617,38,15,1,14,36,0,1.0,Socializer
6,25,2133,42,11,6,17,24,3,1.0,Socializer
6,110,1990,49,10,1,1,6,8,7.55,Killer
11,53,1151,23,2,3,1,23,1,1.0,Socializer
7,25,1659,12,18,2,11,36,5,1.0,Socializer
2,162,3548,20,1,2,14,4,0,10.0,Killer
13,179,2637,31,2,8,2,10,4,8.349999999999998,Killer
0,8,4717,26,8,1,19,15,6,4.5,Socializer
3,138,192,21,15,4,2,5,0,10.0,Killer
12,149,2820,27,12,3,9,25,0,6.550000000000001,Killer
7,127,1791,2,17,4,14,18,1,10.0,Killer
9,91,792,46,12,6,12,29,0,2.7999999999999994,Socializer
6,168,670,26,10,9,1,26,5,10.0,Killer
0,1,1935,19,0,8,11,36,5,4.1499999999999995,Socializer
10,52,660,45,9,6,6,41,6,1.0,Socializer
4,177,2996,26,1,4,19,21,9,10.0,Killer
7,59,4907,28,8,8,19,44,8,2.5,Socializer
0,24,4447,9,3,6,16,16,5,6.95,Socializer
1,108,330,40,0,9,6,16,2,10.0,Killer
4,112,2662,12,13,0,0,2,2,10.0,Killer
4,9,4460,46,7,7,2,7,9,1.0,Killer
3,110,4369,41,2,4,15,48,3,10.0,Socializer
6,98,3935,18,13,4,1,8,8,7.9,Killer
2,194,3523,7,8,8,10,12,4,10.0,Killer
14,80,4404,46,5,2,9,11,6,1.0,Killer
12,51,3858,23,14,7,0,39,8,1.0,Socializer
10,148,102,20,9,3,12,1,6,8.8,Killer
2,104,506,5,7,6,6,0,6,10.0,Killer
7,88,2095,31,10,1,17,10,8,5.250000000000001,Killer
5,108,217,9,14,9,5,7,3,10.0,Killer
14,3,2431,29,16,3,12,21,9,1.0,Socializer
9,115,3450,6,7,8,10,24,9,7.2,Killer
9,5,2471,32,8,8,15,31,2,1.0,Socializer
9,41,2985,28,19,9,2,33,8,1.0,Socializer
1,61,2455,24,8,1,1,10,9,8.899999999999999,Killer
2,195,3715,4,5,2,17,15,0,10.0,Killer
4,130,4307,35,13,0,2,19,9,10.0,Killer
7,149,4482,2,13,4,19,11,0,10.0,Killer
13,191,854,22,6,3,15,46,2,10.0,Socializer
0,0,2438,14,2,9,8,28,7,4.3,Socializer
1,62,467,45,8,1,7,4,8,7.949999999999999,Killer
9,63,2093,40,12,2,4,12,6,1.0,Killer
13,69,414,26,17,5,3,26,9,1.0,Socializer
1,189,223,46,14,9,14,33,8,10.0,Socializer
13,123,2517,10,3,0,15,30,3,3.8000000000000007,Socializer
2,78,151,20,1,1,17,42,4,9.8,Socializer
6,16,4946,17,10,8,13,48,0,1.0,Socializer
4,113,4352,1,8,9,9,5,7,10.0,Killer
9,105,3271,18,0,9,7,41,8,5.6,Socializer
4,114,1154,23,4,0,3,6,8,10.0,Killer
6,2,611,15,6,4,4,9,5,1.0,Socializer
7,36,2974,15,1,4,6,22,9,1.0,Socializer
6,169,1145,33,0,2,16,45,5,10.0,Socializer
11,103,4518,14,2,2,3,24,6,3.6000000000000005,Killer
12,57,4249,18,17,6,14,40,1,1.0,Socializer
2,150,949,39,11,9,3,28,2,10.0,Socializer
13,121,3284,6,0,6,17,1,5,3.8,Killer
13,94,4170,34,1,9,17,49,3,1.0,Socializer
